Temperature (°C),RPM,Torque (Nm),Vibrations (mm/s),Power Output (MW),Fuel Flow Rate (kg/s),Air Pressure (kPa),Exhaust Gas Temperature (°C),Oil Temperature (°C),Fault,RUL,Temperature (°C)_diff1,Temperature (°C)_lag1,Temperature (°C)_roll_mean_3,Temperature (°C)_roll_std_3,Exhaust Gas Temperature (°C)_diff1,Exhaust Gas Temperature (°C)_lag1,Exhaust Gas Temperature (°C)_roll_mean_3,Exhaust Gas Temperature (°C)_roll_std_3,Air Pressure (kPa)_diff1,Air Pressure (kPa)_lag1,Air Pressure (kPa)_roll_mean_3,Air Pressure (kPa)_roll_std_3,Vibrations (mm/s)_diff1,Vibrations (mm/s)_lag1,Vibrations (mm/s)_roll_mean_3,Vibrations (mm/s)_roll_std_3,RPM_diff1,RPM_lag1,RPM_roll_mean_3,RPM_roll_std_3,Fuel Flow Rate (kg/s)_diff1,Fuel Flow Rate (kg/s)_lag1,Fuel Flow Rate (kg/s)_roll_mean_3,Fuel Flow Rate (kg/s)_roll_std_3,Power Output (MW)_diff1,Power Output (MW)_lag1,Power Output (MW)_roll_mean_3,Power Output (MW)_roll_std_3,Oil Temperature (°C)_diff1,Oil Temperature (°C)_lag1,Oil Temperature (°C)_roll_mean_3,Oil Temperature (°C)_roll_std_3,Temperature (°C) Exhaust Gas Temperature (°C),Temperature (°C) Air Pressure (kPa),Temperature (°C) Vibrations (mm/s),Temperature (°C) RPM,Temperature (°C) Fuel Flow Rate (kg/s),Temperature (°C) Power Output (MW),Temperature (°C) Oil Temperature (°C),Exhaust Gas Temperature (°C) Air Pressure (kPa),Exhaust Gas Temperature (°C) Vibrations (mm/s),Exhaust Gas Temperature (°C) RPM,Exhaust Gas Temperature (°C) Fuel Flow Rate (kg/s),Exhaust Gas Temperature (°C) Power Output (MW),Exhaust Gas Temperature (°C) Oil Temperature (°C),Air Pressure (kPa) Vibrations (mm/s),Air Pressure (kPa) RPM,Air Pressure (kPa) Fuel Flow Rate (kg/s),Air Pressure (kPa) Power Output (MW),Air Pressure (kPa) Oil Temperature (°C),Vibrations (mm/s) RPM,Vibrations (mm/s) Fuel Flow Rate (kg/s),Vibrations (mm/s) Power Output (MW),Vibrations (mm/s) Oil Temperature (°C),RPM Fuel Flow Rate (kg/s),RPM Power Output (MW),RPM Oil Temperature (°C),Fuel Flow Rate (kg/s) Power Output (MW),Fuel Flow Rate (kg/s) Oil Temperature (°C),Power Output (MW) Oil Temperature (°C),sensor_mean,sensor_std,sensor_range,mRUL
924.8357076505616,15650.870644699398,3464.645167376844,1.675086557251282,96.34759022510154,2.2652938232494018,146.24545952840234,517.6117260378361,90.53095780715984,0,1.0,0.0,901.6239322335476,924.8357076505616,0.0,0.0,498.8652963950645,517.6117260378361,0.0,0.0,150.32056771120966,146.24545952840234,0.0,0.0,1.978963779662414,1.675086557251282,0.0,0.0,15022.591496605442,15650.870644699398,0.0,0.0,2.505591215591272,2.2652938232494018,0.0,0.0,99.49723041817631,96.34759022510154,0.0,0.0,120.061922876907,90.53095780715984,0.0,478705.8069384308,135253.02305363154,1549.1798615514324,14474484.028037967,2095.024616061307,89105.69178625812,83726.2624278678,75698.36473169284,867.0444441616127,8101074.168397756,1172.5426458349716,49870.64247600096,46859.88533042252,244.9738033150632,2288868.769453646,331.28893614796016,14090.39760692418,13239.741526054491,26216.56302621467,3.794563231549435,161.39055320962262,151.64719043785644,35453.82059991293,1507923.6715415684,1416888.3099805978,218.2556010218869,205.0792195334114,8722.439625490193,2178.79780829112,5267.948243117615,15649.195558142146,3.0
893.0867849414408,15780.755598363428,3190.276340227251,2.042084115092848,83.28830227505935,2.7559495919239576,166.81213425566767,500.19645973413617,136.04735012294853,0,1.0,-31.748922709120848,924.8357076505616,908.9612462960011,22.44987854298697,-17.415266303699923,517.6117260378361,508.9040928859861,12.314452899515796,20.566674727265337,146.24545952840234,156.52879689203502,14.542835166107295,0.366997557841566,1.675086557251282,1.858585336172065,0.2595064618286736,129.88495366403004,15650.870644699398,15715.813121531412,91.84253150993617,0.4906557686745558,2.2652938232494018,2.5106217075866795,0.3469460212580766,-13.05928795004219,96.34759022510154,89.81794625008044,9.234311066942594,45.51639231578869,90.53095780715984,113.28915396505418,32.18494966164145,446718.84806305054,148977.71267161422,1823.7583369282588,14093584.281289035,2461.302160512043,74383.68210206364,121502.09052110664,83438.83899538039,1021.4432448487588,7893478.082231036,1378.5162290861008,41660.513935251285,68050.40288770935,340.6444095682345,2632421.52153008,459.72583332987176,13893.49946103383,22694.34883383712,32225.63033158049,5.627880883664531,170.08171904895022,277.82013258654825,43490.9669515614,1314352.3424053283,2146929.982095229,229.53836266698903,374.93963905367576,11331.15282076097,2195.623082924963,5311.211360347529,15778.713514248337,2.0
932.3844269050346,15016.002074532884,3401.769250571579,2.0064143217718424,120.35873535181793,2.574244164292032,133.4941607833827,516.2727190859631,124.91003945957752,0,1.0,39.29764196359383,893.0867849414408,916.7689731656792,20.853784306736703,16.076259351826934,500.19645973413617,511.36030161931177,9.691323910188547,-33.31797347228496,166.81213425566767,148.85058485581757,16.811063248754564,-0.0356697933210057,2.042084115092848,1.907861664705324,0.2023765587378427,-764.7535238305445,15780.755598363428,15482.542772531902,409.22205764613466,-0.1817054276319258,2.7559495919239576,2.5318291931551307,0.2480625791323895,37.070433076758576,83.28830227505935,99.99820928399294,18.802912454177545,-11.13731066337101,136.04735012294853,117.16278246322862,23.72657762060944,481364.6433116696,124467.87659718284,1870.749467539293,14000686.488668151,2400.185169837056,112220.61048401947,116464.17555620344,68919.39336973573,1035.8569775141675,7752352.220819554,1329.0120342902198,62137.93156583087,64487.64571293103,267.8445960686921,2004548.595261301,343.6465643636851,16067.188368740191,16674.76089107552,30128.321618098475,5.16500035897312,241.48949036023444,250.6212921047823,38654.85571136332,1807307.0197310525,1875649.4116550004,309.83277210098635,321.54894014030486,15034.014382100426,2106.0003518255908,5048.8575179446325,15013.995660211112,1.0
976.1514928204012,14623.291064826908,3443.024901326066,2.2399135176834166,104.68978078148469,2.497100673605996,140.14163450101495,475.731083212226,123.2982306086851,1,0.0,43.76706591536663,932.3844269050346,933.8742348889588,41.552389457478576,-40.54163587373711,516.2727190859631,497.4000873441085,20.41496592545412,6.647473717632238,133.4941607833827,146.81597651335514,17.63326317073042,0.2334991959115742,2.0064143217718424,2.0961373181827025,0.1257846580312667,-392.7110097059758,15016.002074532884,15140.01624590774,588.6133473045556,-0.0771434906860357,2.574244164292032,2.609098143273996,0.132897669342811,-15.66895457033324,120.35873535181793,102.778939469454,18.608942420632925,-1.611808850892416,124.91003945957752,128.0852067304037,6.942353887230014,464385.6070586809,136799.4657244568,2186.4949240752635,14274547.402878022,2437.5485502633223,102193.08579288684,120357.75187078206,66669.7315842997,1065.5964840692393,6956754.098397771,1187.9484083445598,49804.18281242619,58656.8008056206,313.90514150907205,2049331.9116089304,349.9477699127297,14671.396994270206,17279.2155685842,32754.907329124915,5.593289553826436,234.4960551357611,276.17737344684093,36515.82996831581,1530909.1358805727,1803025.9139689524,261.4209221091095,307.888094707375,12908.064733168188,2056.005037617751,4915.938608021273,14621.051151309224,0.0
888.2923312638331,15229.98607146956,3448.764049500924,1.8656771233451288,95.08043095130516,2.763689191921195,109.79566690867874,546.7371629695507,119.3822393772944,1,0.0,-87.8591615565681,976.1514928204012,932.2760836630896,43.92968098050943,71.0060797573247,475.731083212226,512.9136550892466,35.62202020978624,-30.34596759233621,140.14163450101495,127.81048739769211,15.9514119953434,-0.3742363943382878,2.2399135176834166,2.037334987600129,0.1890245629363526,606.6950066426525,14623.291064826908,14956.426403609785,307.70384007310645,0.2665885183151992,2.497100673605996,2.611678009939741,0.1371799151638308,-9.609349830179523,104.68978078148469,106.7096490282026,12.759626528304835,-3.9159912313907057,123.2982306086851,122.53016981518569,2.842812247459481,485662.4290827965,97530.64892097752,1657.2666812818466,13528679.832541404,2454.9639151803376,84459.21766730478,106046.32772795382,60029.37143200079,1020.0350174349082,8326799.37678104,1511.0115881206043,51984.00507223884,65270.70686609372,204.8432639939437,1672186.4777268886,303.44109795529505,10439.41932626313,13107.652589481566,28414.23660240571,5.156151701403559,177.38938490364615,222.7287129399301,42090.94789883077,1448073.639057701,1818189.842897039,262.7727593833316,329.9354046743774,11350.914767925024,2124.2379086569363,5124.798865677091,15228.120394346215,0.0
888.293152152541,14661.142315123949,3451.700510825844,1.0818201081148011,113.28056888986968,2.6441825780042043,123.52097831560874,529.7788430893829,121.63427820386131,0,1.0,0.0008208887078353,888.2923312638331,917.5789920789252,50.725273606961714,-16.958319880167778,546.7371629695507,517.4156964237199,37.08235951545444,13.725311406930004,109.79566690867874,124.48609324176748,15.195987049030428,-0.7838570152303277,1.8656771233451288,1.7291369163811154,0.5909970451786519,-568.8437563456118,15229.98607146956,14838.139817140138,339.8761459138618,-0.1195066139169909,2.763689191921195,2.634990814510465,0.1335317412133425,18.200137938564524,95.08043095130516,104.35026020755318,9.104818005363216,2.252038826566917,119.3822393772944,121.4382493966136,1.9653415227475144,470598.9184715944,109722.83918493777,960.9733938992994,13023392.321258456,2348.809277082187,100626.3536168154,108046.89639550708,65438.80098931195,573.1254053078904,7767163.014075163,1400.8319870921694,60013.64873098231,64439.2671868538,133.62747811583785,1810958.641988479,326.61201888016774,13992.526693425416,15024.385040453875,15860.718564433875,2.860529882411782,122.549197283745,131.58640799696704,38766.73708329097,1660822.542032582,1783297.4631441897,299.53450668499846,321.6232393147666,13778.800231442086,2055.172017307667,4929.798659097699,14660.060495015834,7.0
978.9606407753696,16006.69362376331,3487.647160027974,1.7836130582058056,90.2723548324,2.93396898737541,186.15261611341373,459.65216638804486,114.02721064153752,0,1.0,90.6674886228286,888.293152152541,918.5153747305812,52.34713593490473,-70.12667670133806,529.7788430893829,512.0560574823262,46.16840916314421,62.63163779780498,123.52097831560874,139.82308711256707,40.70522062812729,0.7017929500910045,1.0818201081148011,1.577036763221912,0.4308285962171092,1345.551308639362,14661.142315123949,15299.274003452272,675.4462925977964,0.2897864093712057,2.6441825780042043,2.7806135857669365,0.1456326443293141,-23.008214057469687,113.28056888986968,99.54445155785828,12.136312805394583,-7.607067562323792,121.63427820386131,118.34790940756442,3.907588526079866,449981.3793410272,182236.0843523989,1746.0869823564722,15669923.046614354,2872.2401598960937,88373.08233102784,111628.1511954676,85565.4532753327,819.8416062023045,7357511.40087251,1348.6052011624454,41493.88346366295,52412.85439856864,332.0242369190572,2979687.8933894387,546.1660025955559,16804.435014769624,21226.4635690375,28549.74776604385,5.233065398253646,161.0109508740566,203.38042189103032,46963.14268254127,1444961.9264978762,1825198.6255114144,264.8562894956103,334.55229973919444,10293.504819581693,2230.059524319957,5387.07560553275,16004.910010705104,6.0
938.3717364576454,15068.267665541369,3595.888303617213,2.396909233571908,104.06622034222674,2.362042221305458,182.82857255444628,467.7469085564973,126.16579352307272,0,1.0,-40.5889043177242,978.9606407753696,935.2085097951854,45.41643838392937,8.094742168452456,459.65216638804486,485.725972677975,38.36499389165403,-3.324043558967446,186.15261611341373,164.16738899448958,35.24003890750772,0.6132961753661024,1.7836130582058056,1.754114133297505,0.6580406460865046,-938.425958221942,16006.69362376331,15245.367868142876,690.0365514712959,-0.5719267660699519,2.93396898737541,2.6467312622283576,0.2859719012075564,13.793865509826745,90.2723548324,102.53971468816547,11.579816197267435,12.1385828815352,114.02721064153752,120.60909412282386,6.133885423855287,438920.47880485584,171561.16510198836,2249.191879638235,14139636.494722646,2216.4736607926766,97652.79988911924,118390.4147498025,85517.49960813952,1121.1468840937832,7048135.617858804,1104.83794689555,48676.65285023584,59013.65988599462,438.2234937165238,2754909.868159247,431.8488076346104,19026.2785163058,23066.71193502239,36117.26990146912,5.661600810333753,249.437284441212,302.40795545637985,35591.884427940546,1568097.6630578786,1901099.9470410848,245.80880626001647,298.0089311860045,13129.59726842397,2111.5257310537672,5066.8053974927225,15065.905623320064,5.0
876.5262807032524,14817.339224343945,3674.903414826505,1.8513119603784467,98.27370865709165,2.371109506441748,151.31577297297926,468.5923474967928,106.92901655600868,0,1.0,-61.845455754393015,938.3717364576454,931.2862193120892,51.58345612462403,0.8454389402954803,467.7469085564973,465.3304741471116,4.935694075349784,-31.51279958146702,182.82857255444628,173.43232054694644,19.225466804193427,-0.5455972731934613,2.396909233571908,2.010611417385387,0.3362518214548465,-250.92844119742404,15068.267665541369,15297.43350454954,626.920017371269,0.0090672851362896,2.362042221305458,2.555706905040872,0.3276159430094657,-5.792511685135096,104.06622034222674,97.53742794390614,6.926345601560292,-19.23677696706405,126.16579352307272,115.7073402402063,9.72782214174292,410733.5075173698,132632.25169574324,1622.723587051967,12987787.240232611,2078.339796821509,86139.48834011555,93726.09318109478,70905.41327070011,867.5106174626258,6943291.770791636,1111.0837697955003,46050.30783684246,50106.11888350353,280.13270029878623,2242097.138134449,358.7862677708124,14870.362188369189,16180.04679341295,27431.51732701264,4.389663388642643,181.93529222762064,197.9589672616438,35133.53389501412,1456154.8780064732,1584403.5112358704,233.0177248301167,253.5404076704192,10508.311020014526,2065.399846524612,4986.092707241453,14815.487912383567,4.0
927.1280021792984,15092.340152932456,3370.0469546303466,1.876808298742726,106.386771398803,2.109667220082597,183.2586289437968,520.3390991268958,121.86068432470547,0,1.0,50.60172147604601,876.5262807032524,914.0086731133988,32.94393260862564,51.746751630103006,468.5923474967928,485.55945172672864,30.123024361946246,31.942855970817504,151.31577297297926,172.46765815707408,18.31933192710242,0.0254963383642792,1.8513119603784467,2.04167649756436,0.3079045929603077,275.00092858851167,14817.339224343945,14992.649014272589,152.29909059452564,-0.2614422863591508,2.371109506441748,2.280939649276601,0.148395544631391,8.11306274171136,98.27370865709165,102.90890013270712,4.178515204382823,14.931667768696798,106.92901655600868,118.31849813459564,10.095727278120938,482420.9494292948,169904.20653477963,1740.0415284868714,13992531.174198676,1955.9315550183323,98634.15482527796,112980.45280216631,95356.62989184528,976.576739401672,7853134.678893551,1097.742340755321,55357.19678867216,63408.87870050428,343.94131561793165,2765801.563979814,386.6147222800079,19496.29386430177,22332.02193149835,28325.429246471696,3.9594409462365134,199.6675754377188,228.70914363107485,31839.81529497797,1605625.3417230009,1839162.8990975795,224.4406842704755,257.0854911366643,12964.36476575414,2119.4124768030965,5073.244015386258,15090.463344633714,3.0
