motor_id,ciclo,op1,op2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,run_id,sensor_11_Smoothed,sensor_4_Smoothed,sensor_12_Smoothed,sensor_7_Smoothed,sensor_15_Smoothed,RUL,ciclo_diff1,ciclo_lag1,ciclo_roll_mean_3,ciclo_roll_std_3,sensor_4_Smoothed_diff1,sensor_4_Smoothed_lag1,sensor_4_Smoothed_roll_mean_3,sensor_4_Smoothed_roll_std_3,sensor_11_Smoothed_diff1,sensor_11_Smoothed_lag1,sensor_11_Smoothed_roll_mean_3,sensor_11_Smoothed_roll_std_3,sensor_12_Smoothed_diff1,sensor_12_Smoothed_lag1,sensor_12_Smoothed_roll_mean_3,sensor_12_Smoothed_roll_std_3,sensor_7_Smoothed_diff1,sensor_7_Smoothed_lag1,sensor_7_Smoothed_roll_mean_3,sensor_7_Smoothed_roll_std_3,sensor_15_Smoothed_diff1,sensor_15_Smoothed_lag1,sensor_15_Smoothed_roll_mean_3,sensor_15_Smoothed_roll_std_3,sensor_11_diff1,sensor_11_lag1,sensor_11_roll_mean_3,sensor_11_roll_std_3,sensor_12_diff1,sensor_12_lag1,sensor_12_roll_mean_3,sensor_12_roll_std_3,ciclo sensor_4_Smoothed,ciclo sensor_11_Smoothed,ciclo sensor_12_Smoothed,ciclo sensor_7_Smoothed,ciclo sensor_15_Smoothed,ciclo sensor_11,ciclo sensor_12,sensor_4_Smoothed sensor_11_Smoothed,sensor_4_Smoothed sensor_12_Smoothed,sensor_4_Smoothed sensor_7_Smoothed,sensor_4_Smoothed sensor_15_Smoothed,sensor_4_Smoothed sensor_11,sensor_4_Smoothed sensor_12,sensor_11_Smoothed sensor_12_Smoothed,sensor_11_Smoothed sensor_7_Smoothed,sensor_11_Smoothed sensor_15_Smoothed,sensor_11_Smoothed sensor_11,sensor_11_Smoothed sensor_12,sensor_12_Smoothed sensor_7_Smoothed,sensor_12_Smoothed sensor_15_Smoothed,sensor_12_Smoothed sensor_11,sensor_12_Smoothed sensor_12,sensor_7_Smoothed sensor_15_Smoothed,sensor_7_Smoothed sensor_11,sensor_7_Smoothed sensor_12,sensor_15_Smoothed sensor_11,sensor_15_Smoothed sensor_12,sensor_11 sensor_12,sensor_mean,sensor_std,sensor_range
1.0,1.0,0.0023,0.0003,643.02,1585.29,1398.21,21.61,553.9,2388.04,9050.17,47.2,521.72,2388.03,8125.55,8.4052,392.0,38.86,23.3735,1.0,47.2,1398.21,521.72,553.9,8.4052,30,0.0,76.83651496640195,1.0,0.0,0.0,1404.4567647803522,1398.21,0.0,0.0,47.40788248592809,47.2,0.0,0.0,521.7714345935024,521.72,0.0,0.0,553.783833684828,553.9,0.0,0.0,8.424690453879652,8.4052,0.0,0.0,47.41620418448381,47.2,0.0,0.0,521.7477237324374,521.72,0.0,1398.21,47.2,521.72,553.9,8.4052,47.2,521.72,65995.512,729474.1212,774468.519,11752.234692000002,65995.512,729474.1212,24625.184,26144.08,396.72544000000005,2227.84,24625.184,288980.708,4385.160944,24625.184,272191.75840000005,4655.6402800000005,26144.08,288980.708,396.72544000000005,4385.160944,24625.184,387.4194,479.57673694268607,1397.21
1.0,2.0,-0.0027,-0.0003,641.71,1588.45,1395.42,21.61,554.85,2388.01,9054.42,47.5,522.16,2388.06,8139.62,8.3803,393.0,39.02,23.3916,1.0,47.35,1396.815,521.94,554.375,8.39275,29,1.0,1.0,1.5,0.7071067811865476,-1.3949999999999818,1398.21,1397.5125,0.986413959755221,0.14999999999999858,47.2,47.275000000000006,0.10606601717797862,0.22000000000002728,521.72,521.83,0.15556349186105975,0.47500000000002274,553.9,554.1375,0.335875721063586,-0.012450000000001182,8.4052,8.398975,0.008803479425773354,0.29999999999999716,47.2,47.35,0.21213203435596223,0.4399999999999409,521.72,521.94,0.31112698372199893,2793.63,94.7,1043.88,1108.75,16.7855,95.0,1044.32,66139.19025,729053.6211000001,774359.315625,11723.11909125,66348.71250000001,729360.9204,24713.859000000004,26249.65625,397.3967125,2249.125,24724.275999999998,289350.48750000005,4380.511935,24792.15,272536.1904,4652.730781249999,26332.8125,289472.44999999995,398.655625,4382.35834,24802.6,387.56659375,479.0475681830626,1394.815
1.0,3.0,0.0003,0.0001,642.46,1586.94,1401.34,21.61,554.11,2388.05,9056.96,47.5,521.97,2388.03,8130.1,8.4441,393.0,39.08,23.4166,1.0,47.4,1398.3233333333335,521.9499999999999,554.2866666666667,8.409866666666668,28,1.0,2.0,2.0,1.0,1.5083333333334394,1396.815,1397.7827777777777,0.840033619256694,0.04999999999999716,47.35,47.31666666666666,0.104083299973302,0.009999999999877218,521.94,521.87,0.12999999999997797,-0.088333333333253,554.375,554.1872222222222,0.252632436848756,0.017116666666668223,8.39275,8.402605555555555,0.008848357244479738,0.0,47.5,47.4,0.1732050807568866,-0.18999999999994088,522.16,521.9499999999999,0.22068076490708008,4194.97,142.2,1565.85,1662.8600000000001,25.229600000000005,142.5,1565.91,66280.52600000001,729854.8638333334,775071.9793555557,11759.712790222226,66420.35833333334,729882.8303000001,24740.429999999997,26273.188000000002,398.62768000000005,2251.5,24741.378,289309.92566666665,4389.529906666667,24792.624999999996,272442.2415,4661.476961777779,26328.616666666672,289321.0114000001,399.4686666666667,4389.698104000001,24793.575,387.8549833333334,479.3682103820518,1395.3233333333335
1.0,4.0,0.0042,0.0,642.44,1584.12,1406.42,21.61,554.07,2388.03,9045.29,47.28,521.38,2388.05,8132.9,8.3917,391.0,39.0,23.3737,1.0,47.370000000000005,1400.3475,521.8075,554.2325000000001,8.405325000000001,27,1.0,3.0,3.0,1.0,2.024166666666588,1398.3233333333335,1398.495277777778,1.7725159326452373,-0.02999999999999403,47.4,47.373333333333335,0.025166114784218863,-0.14249999999992724,521.9499999999999,521.8991666666667,0.07954296532898511,-0.054166666666674246,554.2866666666667,554.2980555555556,0.07192942786191407,-0.004541666666666444,8.409866666666668,8.402647222222223,0.008866957754203451,-0.21999999999999886,47.5,47.42666666666667,0.12701705922172013,-0.5900000000000318,521.97,521.8366666666667,0.4067349669420223,5601.39,189.48000000000002,2087.23,2216.9300000000003,33.621300000000005,189.12,2085.52,66334.46107500001,730711.82810625,776118.0957937501,11770.375850437502,66208.42980000001,730113.17955,24718.021275000003,26253.993525000005,398.1602452500001,2239.6536,24697.770600000003,289202.67524375004,4385.9616249375,24671.0586,272059.99435,4658.5042880625015,26204.112600000004,288965.74085000006,397.4037660000001,4382.368348500001,24650.846400000002,388.1028531250001,479.85746756227866,1396.3475
1.0,5.0,0.0014,0.0,642.51,1587.19,1401.92,21.61,554.16,2388.01,9044.55,47.31,522.15,2388.03,8129.54,8.4031,390.0,38.99,23.413,1.0,47.358000000000004,1400.662,521.876,554.2180000000001,8.40488,26,1.0,4.0,4.0,1.0,0.3144999999999527,1400.3475,1399.7776111111114,1.269220411789326,-0.012000000000000455,47.370000000000005,47.376000000000005,0.021633307652763587,0.0684999999999718,521.8075,521.8778333333333,0.07126768786287185,-0.014499999999998181,554.2325000000001,554.2457222222223,0.0361925150840167,-0.0004450000000009169,8.405325000000001,8.406690555555556,0.002759577430076542,0.030000000000001137,47.28,47.36333333333334,0.11930353445449189,0.7699999999999818,521.38,521.8333333333334,0.40278199231511275,7003.31,236.79000000000002,2609.38,2771.09,42.0244,236.55,2610.75,66332.550996,730971.881912,776272.0923160001,11772.396030560001,66265.31922,731355.6633,24715.003608000003,26246.656044000007,398.03830704000006,2240.50698,24727.9797,289233.072968,4386.30515488,24689.95356,272497.5534,4658.135783840001,26220.053580000003,289384.92870000005,397.63487280000004,4388.608092,24702.9165,388.37236,479.8688436616312,1395.662
1.0,6.0,0.0012,0.0003,642.11,1579.12,1395.13,21.61,554.22,2388.0,9050.96,47.26,521.92,2388.08,8127.46,8.4238,392.0,38.91,23.3467,1.0,47.34166666666667,1399.74,521.8833333333333,554.2183333333334,8.408033333333334,25,1.0,5.0,5.0,1.0,-0.9220000000000255,1400.662,1400.2498333333333,0.4686950856711162,-0.01633333333333553,47.358000000000004,47.35655555555556,0.014221788187798162,0.007333333333349401,521.876,521.8556111111111,0.04182647132724518,0.00033333333328755543,554.2180000000001,554.2229444444446,0.008277032029519404,0.0031533333333335634,8.40488,8.406079444444446,0.0017066832138936422,-0.05000000000000426,47.31,47.28333333333333,0.02516611478426208,-0.2300000000000182,522.15,521.8166666666667,0.395263625107754,8398.44,284.05,3131.3,3325.3100000000004,50.4482,283.56,3131.5199999999995,66266.0245,730500.977,775761.5699,11769.060578,66151.7124,730552.3008,24706.826805555556,26237.619597222223,398.05031138888893,2237.3671666666664,24708.562666666665,289237.3111944445,4388.012462777778,24664.20633333333,272381.3493333333,4659.886220611112,26192.358433333335,289257.6325333333,397.3636553333333,4388.320757333333,24665.939199999997,388.34642083333335,479.47450759715167,1393.74
1.0,7.0,-0.0,0.0002,642.11,1583.34,1404.84,21.61,553.89,2388.05,9051.39,47.31,522.01,2388.06,8134.97,8.3914,391.0,38.85,23.3952,1.0,47.33714285714286,1400.4685714285715,521.9014285714286,554.1714285714286,8.405657142857143,24,1.0,6.0,6.0,1.0,0.728571428571513,1399.74,1400.2901904761904,0.4861952520625452,-0.004523809523810485,47.34166666666667,47.34560317460318,0.010971653161251106,0.01809523809527036,521.8833333333333,521.8869206349206,0.013088338730723705,-0.04690476190478421,554.2183333333334,554.2025873015873,0.026984766564925506,-0.002376190476191198,8.408033333333334,8.406190158730158,0.0016428503335474685,0.05000000000000426,47.26,47.29333333333333,0.028867513459506586,0.09000000000003183,521.92,522.0266666666666,0.11590225767122624,9803.28,331.36,3653.3100000000004,3879.2,58.8396,331.17,3654.0699999999997,66294.18083265307,730906.5480979593,776099.6688979593,11771.85865077551,66256.16811428573,731058.5989714286,24705.322481632655,26232.892081632654,397.89979297959184,2239.5202285714286,24710.461942857142,289222.86024489795,4386.924470938776,24691.15658571429,272437.76472857146,4658.175026938776,26217.85028571429,289283.0274285714,397.67163942857144,4387.837085142857,24696.2931,388.57552857142855,479.5779242623276,1393.4685714285715
1.0,8.0,0.0006,-0.0,642.54,1580.89,1400.89,21.61,553.59,2388.05,9052.86,47.21,522.09,2388.06,8125.93,8.4213,393.0,39.05,23.3224,1.0,47.32125,1400.52125,521.925,554.09875,8.4076125,23,1.0,7.0,7.0,1.0,0.052678571428486975,1400.4685714285715,1400.2432738095238,0.43664305042600404,-0.01589285714285893,47.33714285714286,47.33335317460317,0.010722935221170031,0.02357142857135841,521.9014285714286,521.9032539682539,0.020893224570581157,-0.07267857142858247,554.1714285714286,554.1628373015873,0.06025280774242194,0.001955357142858105,8.405657142857143,8.407100992063492,0.0012679907616441818,-0.10000000000000142,47.31,47.26,0.05000000000001123,0.08000000000004093,522.01,522.0066666666667,0.08504900548094961,11204.17,378.57,4175.4,4432.79,67.2609,377.68,4176.72,66274.4162015625,730967.05340625,776027.0739734375,11775.039968015626,66118.6082125,731198.1394125001,24698.143406249997,26220.6454734375,397.85873301562503,2234.0362125,24705.951412500002,289197.99009374995,4388.1431540625,24640.07925,272491.82325,4658.647576734375,26159.0019875,289289.4163875,396.92338612500004,4389.530410125,24647.8689,388.69673281250004,479.49235687856697,1392.52125
1.0,9.0,-0.0036,0.0,641.88,1593.29,1412.28,21.61,554.49,2388.06,9048.55,47.37,522.03,2388.05,8134.15,8.4353,391.0,39.1,23.4521,1.0,47.32666666666667,1401.8277777777778,521.9366666666667,554.1422222222222,8.41068888888889,22,1.0,8.0,8.0,1.0,1.3065277777777737,1400.52125,1400.9391997354498,0.7699817926100352,0.005416666666668846,47.32125,47.32835317460317,0.008079539516891247,0.011666666666769743,521.925,521.9210317460319,0.017951075697009947,0.043472222222249,554.09875,554.1374669312169,0.036571891946991175,0.00307638888888917,8.4076125,8.407986177248677,0.0025366006872659776,0.1599999999999966,47.21,47.296666666666674,0.08082903768655349,-0.06000000000005912,522.09,522.0433333333334,0.04163331998870252,12616.45,425.94,4697.43,4987.280000000001,75.6962,426.33,4698.2699999999995,66343.83596296297,731665.3175740741,776811.9599506173,11790.33731469136,66404.58183333333,731796.1548333333,24701.52264444445,26225.70423703704,398.04986948148155,2241.8642,24705.9398,289227.14432592597,4389.846923037038,24724.139900000002,272466.5981,4660.717831308642,26249.717066666668,289278.86426666664,398.4143326666667,4390.631920666667,24728.5611,389.0055027777778,479.75606098220175,1393.4170888888889
1.0,10.0,-0.0025,-0.0001,642.07,1585.25,1398.64,21.61,554.28,2388.04,9051.95,47.14,522.0,2388.06,8134.08,8.4093,391.0,38.87,23.382,1.0,47.308,1401.509,521.943,554.1560000000001,8.41055,21,1.0,9.0,9.0,1.0,-0.3187777777777683,1401.8277777777778,1401.2860092592593,0.6812102181899594,-0.018666666666668164,47.32666666666667,47.31863888888889,0.009603360715718745,0.006333333333259361,521.9366666666667,521.9348888888888,0.009130737669344625,0.0137777777778183,554.1422222222222,554.1323240740741,0.02988094087411596,-0.0001388888888893547,8.41068888888889,8.40961712962963,0.0017374485589134042,-0.22999999999999687,47.37,47.24,0.11789826122551997,-0.029999999999972715,522.03,522.04,0.04582575694900219,14015.09,473.08,5219.43,5541.56,84.1055,471.4,5220.0,66302.587772,731507.8119869999,776654.6214040001,11787.46151995,66067.13426,731587.698,24692.079444,26216.012048000004,397.88629940000004,2230.09912,24694.776,289237.84510800004,4389.8276986500005,24604.39302,272454.246,4660.756745800001,26122.913840000005,289269.43200000003,396.47332700000004,4390.3071,24607.08,389.05831875,479.5719527978927,1393.09845
